@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute accLH {0,1,2,3,4,5}
@attribute buttonsLH {0,1,2,3}
@attribute accRH {0,1,2,3,4,5}
@attribute buttonsRH {0,1,2,3}

@data
2146,'2018/04/23 22:34:03:786',111,511,507,253,0,0,530,312,335,0,0,?,?,?,?
2147,'2018/04/23 22:34:03:879',111,511,507,253,0,0,526,312,323,0,0,?,?,?,?
2148,'2018/04/23 22:34:03:881',111,511,507,253,0,0,526,312,323,0,0,?,?,?,?
2149,'2018/04/23 22:34:03:975',111,511,507,253,0,0,526,319,323,0,0,?,?,?,?
2150,'2018/04/23 22:34:03:978',111,511,507,253,0,0,526,319,323,0,0,?,?,?,?
2151,'2018/04/23 22:34:04:072',111,511,507,253,0,0,534,323,327,0,0,?,?,?,?
2152,'2018/04/23 22:34:04:075',111,511,507,253,0,0,534,323,327,0,0,?,?,?,?
2153,'2018/04/23 22:34:04:167',111,511,507,253,0,0,522,312,331,0,0,?,?,?,?
2154,'2018/04/23 22:34:04:263',111,511,507,253,0,0,530,312,319,0,0,?,?,?,?
2155,'2018/04/23 22:34:04:265',111,511,507,253,0,0,530,312,319,0,0,?,?,?,?
2156,'2018/04/23 22:34:04:360',111,511,507,253,0,0,526,308,339,0,0,?,?,?,?
2157,'2018/04/23 22:34:04:362',111,511,507,253,0,0,526,308,339,0,0,?,?,?,?
2158,'2018/04/23 22:34:04:455',111,511,507,253,0,0,534,316,319,0,0,?,?,?,?
2159,'2018/04/23 22:34:04:459',111,511,507,253,0,0,534,316,319,0,0,?,?,?,?
2160,'2018/04/23 22:34:04:553',111,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2161,'2018/04/23 22:34:04:647',111,511,507,253,0,0,538,316,335,0,0,?,?,?,?
2162,'2018/04/23 22:34:04:649',111,511,507,253,0,0,538,316,335,0,0,?,?,?,?
2163,'2018/04/23 22:34:04:743',111,511,507,253,0,0,530,312,327,0,0,?,?,?,?
2164,'2018/04/23 22:34:04:745',111,511,507,253,0,0,530,312,327,0,0,?,?,?,?
2165,'2018/04/23 22:34:04:840',111,511,507,253,0,0,526,308,323,0,0,?,?,?,?
2166,'2018/04/23 22:34:04:843',111,511,507,253,0,0,526,308,323,0,0,?,?,?,?
2167,'2018/04/23 22:34:04:935',111,511,507,253,0,0,526,316,335,0,0,?,?,?,?
2168,'2018/04/23 22:34:04:938',111,511,507,253,0,0,526,316,335,0,0,?,?,?,?
2169,'2018/04/23 22:34:08:296',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2170,'2018/04/23 22:34:08:298',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2171,'2018/04/23 22:34:08:392',112,511,507,253,0,0,515,304,339,0,0,?,?,?,?
2172,'2018/04/23 22:34:08:395',112,511,507,253,0,0,515,304,339,0,0,?,?,?,?
2173,'2018/04/23 22:34:08:488',112,511,507,253,0,0,511,300,347,0,0,?,?,?,?
2174,'2018/04/23 22:34:08:490',112,511,507,253,0,0,511,300,347,0,0,?,?,?,?
2175,'2018/04/23 22:34:08:584',112,511,507,253,0,0,515,296,347,0,0,?,?,?,?
2176,'2018/04/23 22:34:08:587',112,511,507,253,0,0,515,296,347,0,0,?,?,?,?
2177,'2018/04/23 22:34:08:680',112,511,507,253,0,0,507,296,347,0,0,?,?,?,?
2178,'2018/04/23 22:34:08:684',112,511,507,253,0,0,507,296,347,0,0,?,?,?,?
2179,'2018/04/23 22:34:08:775',112,511,507,253,0,0,515,300,347,0,0,?,?,?,?
2180,'2018/04/23 22:34:08:777',112,511,507,253,0,0,515,300,347,0,0,?,?,?,?
2181,'2018/04/23 22:34:08:871',112,511,507,253,0,0,511,300,351,0,0,?,?,?,?
2182,'2018/04/23 22:34:08:874',112,511,507,253,0,0,511,300,351,0,0,?,?,?,?
2183,'2018/04/23 22:34:08:967',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2184,'2018/04/23 22:34:08:970',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2185,'2018/04/23 22:34:09:064',112,511,507,253,0,0,511,300,347,0,0,?,?,?,?
2186,'2018/04/23 22:34:09:066',112,511,507,253,0,0,511,300,347,0,0,?,?,?,?
2187,'2018/04/23 22:34:09:160',112,511,507,253,0,0,511,304,347,0,0,?,?,?,?
2188,'2018/04/23 22:34:09:162',112,511,507,253,0,0,511,304,347,0,0,?,?,?,?
2189,'2018/04/23 22:34:09:255',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2190,'2018/04/23 22:34:09:257',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2191,'2018/04/23 22:34:09:352',112,511,507,253,0,0,515,304,339,0,0,?,?,?,?
2192,'2018/04/23 22:34:09:355',112,511,507,253,0,0,515,304,339,0,0,?,?,?,?
2193,'2018/04/23 22:34:09:447',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2194,'2018/04/23 22:34:09:449',112,511,507,253,0,0,511,300,343,0,0,?,?,?,?
2195,'2018/04/23 22:34:09:543',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2196,'2018/04/23 22:34:09:545',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2197,'2018/04/23 22:34:09:640',112,511,507,253,0,0,515,300,351,0,0,?,?,?,?
2198,'2018/04/23 22:34:09:642',112,511,507,253,0,0,515,300,351,0,0,?,?,?,?
2199,'2018/04/23 22:34:09:735',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2200,'2018/04/23 22:34:09:738',112,511,507,253,0,0,507,300,347,0,0,?,?,?,?
2201,'2018/04/23 22:34:09:831',112,511,507,253,0,0,511,304,347,0,0,?,?,?,?
2202,'2018/04/23 22:34:09:833',112,511,507,253,0,0,511,304,347,0,0,?,?,?,?
2203,'2018/04/23 22:34:09:928',112,511,507,253,0,0,515,300,351,0,0,?,?,?,?
2204,'2018/04/23 22:34:09:931',112,511,507,253,0,0,515,300,351,0,0,?,?,?,?
2205,'2018/04/23 22:34:15:591',113,511,507,253,0,0,526,753,479,0,0,?,?,?,?
2206,'2018/04/23 22:34:15:593',113,511,507,253,0,0,526,753,479,0,0,?,?,?,?
2207,'2018/04/23 22:34:15:687',113,511,507,253,0,0,526,741,487,0,0,?,?,?,?
2208,'2018/04/23 22:34:15:689',113,511,507,253,0,0,526,741,487,0,0,?,?,?,?
2209,'2018/04/23 22:34:15:783',113,511,507,253,0,0,519,749,483,0,0,?,?,?,?
2210,'2018/04/23 22:34:15:787',113,511,507,253,0,0,519,749,483,0,0,?,?,?,?
2211,'2018/04/23 22:34:15:879',113,511,507,253,0,0,526,745,483,0,0,?,?,?,?
2212,'2018/04/23 22:34:15:882',113,511,507,253,0,0,526,745,483,0,0,?,?,?,?
2213,'2018/04/23 22:34:15:977',113,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2214,'2018/04/23 22:34:16:071',113,511,507,253,0,0,530,753,476,0,0,?,?,?,?
2215,'2018/04/23 22:34:16:074',113,511,507,253,0,0,530,753,476,0,0,?,?,?,?
2216,'2018/04/23 22:34:16:166',113,511,507,253,0,0,522,757,476,0,0,?,?,?,?
2217,'2018/04/23 22:34:16:169',113,511,507,253,0,0,522,757,476,0,0,?,?,?,?
2218,'2018/04/23 22:34:16:263',113,511,507,253,0,0,526,745,483,0,0,?,?,?,?
2219,'2018/04/23 22:34:16:265',113,511,507,253,0,0,526,745,483,0,0,?,?,?,?
2220,'2018/04/23 22:34:16:359',113,511,507,253,0,0,526,753,483,0,0,?,?,?,?
2221,'2018/04/23 22:34:16:361',113,511,507,253,0,0,526,753,483,0,0,?,?,?,?
2222,'2018/04/23 22:34:16:456',113,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2223,'2018/04/23 22:34:16:553',113,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2224,'2018/04/23 22:34:16:647',113,511,507,253,0,0,522,745,476,0,0,?,?,?,?
2225,'2018/04/23 22:34:16:649',113,511,507,253,0,0,522,745,476,0,0,?,?,?,?
2226,'2018/04/23 22:34:16:743',113,511,507,253,0,0,522,745,468,0,0,?,?,?,?
2227,'2018/04/23 22:34:16:745',113,511,507,253,0,0,522,745,468,0,0,?,?,?,?
2228,'2018/04/23 22:34:16:839',113,511,507,253,0,0,522,749,476,0,0,?,?,?,?
2229,'2018/04/23 22:34:16:841',113,511,507,253,0,0,522,749,476,0,0,?,?,?,?
2230,'2018/04/23 22:34:16:937',113,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2231,'2018/04/23 22:34:17:031',113,511,507,253,0,0,522,753,468,0,0,?,?,?,?
2232,'2018/04/23 22:34:17:033',113,511,507,253,0,0,522,753,468,0,0,?,?,?,?
2233,'2018/04/23 22:34:17:127',113,511,507,253,0,0,519,749,468,0,0,?,?,?,?
2234,'2018/04/23 22:34:17:129',113,511,507,253,0,0,519,749,468,0,0,?,?,?,?
2235,'2018/04/23 22:34:17:223',113,511,507,253,0,0,519,741,472,0,0,?,?,?,?
2236,'2018/04/23 22:34:17:225',113,511,507,253,0,0,519,741,472,0,0,?,?,?,?
2237,'2018/04/23 22:34:17:318',113,511,507,253,0,0,522,749,472,0,0,?,?,?,?
2238,'2018/04/23 22:34:17:321',113,511,507,253,0,0,522,749,472,0,0,?,?,?,?
2239,'2018/04/23 22:34:17:416',113,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2240,'2018/04/23 22:34:17:510',113,511,507,253,0,0,526,749,468,0,0,?,?,?,?
2241,'2018/04/23 22:34:17:516',113,511,507,253,0,0,526,749,468,0,0,?,?,?,?
2242,'2018/04/23 22:34:17:607',113,511,507,253,0,0,522,749,472,0,0,?,?,?,?
2243,'2018/04/23 22:34:17:610',113,511,507,253,0,0,522,749,472,0,0,?,?,?,?
2244,'2018/04/23 22:34:17:703',113,511,507,253,0,0,515,749,472,0,0,?,?,?,?
2245,'2018/04/23 22:34:17:704',113,511,507,253,0,0,515,749,472,0,0,?,?,?,?
2246,'2018/04/23 22:34:17:799',113,511,507,253,0,0,519,749,472,0,0,?,?,?,?
2247,'2018/04/23 22:34:17:801',113,511,507,253,0,0,519,749,472,0,0,?,?,?,?
2248,'2018/04/23 22:34:17:896',113,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2249,'2018/04/23 22:34:18:759',114,507,507,253,0,0,499,757,421,0,0,?,?,?,?
2250,'2018/04/23 22:34:18:762',114,507,507,253,0,0,499,757,421,0,0,?,?,?,?
2251,'2018/04/23 22:34:18:855',114,507,507,253,0,0,503,718,421,0,0,?,?,?,?
2252,'2018/04/23 22:34:18:858',114,507,507,253,0,0,503,718,421,0,0,?,?,?,?
2253,'2018/04/23 22:34:18:951',114,507,507,253,0,0,515,686,409,0,0,?,?,?,?
2254,'2018/04/23 22:34:18:954',114,507,507,253,0,0,515,686,409,0,0,?,?,?,?
2255,'2018/04/23 22:34:19:047',114,507,507,253,0,0,507,679,359,0,0,?,?,?,?
2256,'2018/04/23 22:34:19:049',114,507,507,253,0,0,507,679,359,0,0,?,?,?,?
2257,'2018/04/23 22:34:19:143',114,507,507,253,0,0,487,694,343,0,0,?,?,?,?
2258,'2018/04/23 22:34:19:145',114,507,507,253,0,0,487,694,343,0,0,?,?,?,?
2259,'2018/04/23 22:34:19:240',114,507,507,253,0,0,483,694,331,0,0,?,?,?,?
2260,'2018/04/23 22:34:19:242',114,507,507,253,0,0,483,694,331,0,0,?,?,?,?
2261,'2018/04/23 22:34:19:335',114,507,507,253,0,0,487,682,339,0,0,?,?,?,?
2262,'2018/04/23 22:34:19:338',114,507,507,253,0,0,487,682,339,0,0,?,?,?,?
2263,'2018/04/23 22:34:19:434',114,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2264,'2018/04/23 22:34:19:527',114,511,507,253,0,0,483,686,323,0,0,?,?,?,?
2265,'2018/04/23 22:34:19:529',114,511,507,253,0,0,483,686,323,0,0,?,?,?,?
2266,'2018/04/23 22:34:19:623',114,511,507,253,0,0,491,686,335,0,0,?,?,?,?
2267,'2018/04/23 22:34:19:625',114,511,507,253,0,0,491,686,335,0,0,?,?,?,?
2268,'2018/04/23 22:34:19:719',114,511,507,253,0,0,495,686,339,0,0,?,?,?,?
2269,'2018/04/23 22:34:19:721',114,511,507,253,0,0,495,686,339,0,0,?,?,?,?
2270,'2018/04/23 22:34:19:818',114,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2271,'2018/04/23 22:34:19:911',114,511,507,253,0,0,491,690,339,0,0,?,?,?,?
2272,'2018/04/23 22:34:19:914',114,511,507,253,0,0,491,690,339,0,0,?,?,?,?
2273,'2018/04/23 22:34:20:007',114,511,507,253,0,0,491,694,327,0,0,?,?,?,?
2274,'2018/04/23 22:34:20:010',114,511,507,253,0,0,491,694,327,0,0,?,?,?,?
2275,'2018/04/23 22:34:20:103',114,511,507,253,0,0,491,686,331,0,0,?,?,?,?
2276,'2018/04/23 22:34:20:105',114,511,507,253,0,0,491,686,331,0,0,?,?,?,?
2277,'2018/04/23 22:34:20:199',114,511,507,253,0,0,495,690,339,0,0,?,?,?,?
2278,'2018/04/23 22:34:20:201',114,511,507,253,0,0,495,690,339,0,0,?,?,?,?
2279,'2018/04/23 22:34:20:296',114,511,507,249,0,0,511,507,249,0,0,?,?,?,?
2280,'2018/04/23 22:34:20:391',114,511,507,249,0,0,499,686,339,0,0,?,?,?,?
2281,'2018/04/23 22:34:20:393',114,511,507,249,0,0,499,686,339,0,0,?,?,?,?
2282,'2018/04/23 22:34:20:487',114,511,507,249,0,0,491,690,335,0,0,?,?,?,?
2283,'2018/04/23 22:34:20:489',114,511,507,249,0,0,491,690,335,0,0,?,?,?,?
2284,'2018/04/23 22:34:20:583',114,511,507,249,0,0,495,682,339,0,0,?,?,?,?
2285,'2018/04/23 22:34:20:585',114,511,507,249,0,0,495,682,339,0,0,?,?,?,?
2286,'2018/04/23 22:34:20:679',114,511,507,249,0,0,499,690,335,0,0,?,?,?,?
2287,'2018/04/23 22:34:20:681',114,511,507,249,0,0,499,690,335,0,0,?,?,?,?
2288,'2018/04/23 22:34:20:777',114,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2289,'2018/04/23 22:34:20:873',114,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2290,'2018/04/23 22:34:20:967',114,507,507,253,0,0,495,682,339,0,0,?,?,?,?
2291,'2018/04/23 22:34:20:969',114,507,507,253,0,0,495,682,339,0,0,?,?,?,?
2292,'2018/04/23 22:34:21:063',114,507,507,253,0,0,499,686,339,0,0,?,?,?,?
2293,'2018/04/23 22:34:21:065',114,507,507,253,0,0,499,686,339,0,0,?,?,?,?
2294,'2018/04/23 22:34:21:159',114,507,507,253,0,0,495,690,335,0,0,?,?,?,?
2295,'2018/04/23 22:34:21:163',114,507,507,253,0,0,495,690,335,0,0,?,?,?,?
2296,'2018/04/23 22:34:21:256',114,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2297,'2018/04/23 22:34:21:351',114,511,507,253,0,0,499,686,331,0,0,?,?,?,?
2298,'2018/04/23 22:34:21:353',114,511,507,253,0,0,499,686,331,0,0,?,?,?,?
2299,'2018/04/23 22:34:21:448',114,511,507,253,0,0,491,690,331,0,0,?,?,?,?
2300,'2018/04/23 22:34:21:450',114,511,507,253,0,0,491,690,331,0,0,?,?,?,?
2301,'2018/04/23 22:34:21:544',114,511,507,253,0,0,499,682,331,0,0,?,?,?,?
2302,'2018/04/23 22:34:21:546',114,511,507,253,0,0,499,682,331,0,0,?,?,?,?
2303,'2018/04/23 22:34:21:639',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2304,'2018/04/23 22:34:21:641',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2305,'2018/04/23 22:34:21:736',114,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2306,'2018/04/23 22:34:21:830',114,511,507,253,0,0,491,690,327,0,0,?,?,?,?
2307,'2018/04/23 22:34:21:832',114,511,507,253,0,0,491,690,327,0,0,?,?,?,?
2308,'2018/04/23 22:34:21:927',114,511,507,253,0,0,495,682,335,0,0,?,?,?,?
2309,'2018/04/23 22:34:21:930',114,511,507,253,0,0,495,682,335,0,0,?,?,?,?
2310,'2018/04/23 22:34:22:024',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2311,'2018/04/23 22:34:22:026',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2312,'2018/04/23 22:34:22:119',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2313,'2018/04/23 22:34:22:122',114,511,507,253,0,0,495,686,331,0,0,?,?,?,?
2314,'2018/04/23 22:34:22:696',115,511,507,253,0,0,499,686,339,0,0,?,?,?,?
2315,'2018/04/23 22:34:22:697',115,511,507,253,0,0,499,686,339,0,0,?,?,?,?
2316,'2018/04/23 22:34:22:791',115,511,507,253,0,0,507,682,343,0,0,?,?,?,?
2317,'2018/04/23 22:34:22:794',115,511,507,253,0,0,507,682,343,0,0,?,?,?,?
2318,'2018/04/23 22:34:22:890',115,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2319,'2018/04/23 22:34:22:983',115,511,507,253,0,0,495,714,370,0,0,?,?,?,?
2320,'2018/04/23 22:34:22:985',115,511,507,253,0,0,495,714,370,0,0,?,?,?,?
2321,'2018/04/23 22:34:23:079',115,511,507,253,0,0,495,721,378,0,0,?,?,?,?
2322,'2018/04/23 22:34:23:081',115,511,507,253,0,0,495,721,378,0,0,?,?,?,?
2323,'2018/04/23 22:34:23:177',115,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2324,'2018/04/23 22:34:23:271',115,511,507,253,0,0,515,725,440,0,0,?,?,?,?
2325,'2018/04/23 22:34:23:275',115,511,507,253,0,0,515,725,440,0,0,?,?,?,?
2326,'2018/04/23 22:34:23:367',115,511,507,253,0,0,495,749,440,0,0,?,?,?,?
2327,'2018/04/23 22:34:23:370',115,511,507,253,0,0,495,749,440,0,0,?,?,?,?
2328,'2018/04/23 22:34:23:463',115,511,507,253,0,0,511,733,437,0,0,?,?,?,?
2329,'2018/04/23 22:34:23:465',115,511,507,253,0,0,511,733,437,0,0,?,?,?,?
2330,'2018/04/23 22:34:23:559',115,511,507,253,0,0,503,737,433,0,0,?,?,?,?
2331,'2018/04/23 22:34:23:561',115,511,507,253,0,0,503,737,433,0,0,?,?,?,?
2332,'2018/04/23 22:34:23:657',115,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2333,'2018/04/23 22:34:23:752',115,511,507,253,0,0,511,507,253,0,0,?,?,?,?
2334,'2018/04/23 22:34:23:848',115,511,507,253,0,0,511,733,429,0,0,?,?,?,?
2335,'2018/04/23 22:34:23:850',115,511,507,253,0,0,511,733,429,0,0,?,?,?,?
2336,'2018/04/23 22:34:23:943',115,511,507,253,0,0,507,741,425,0,0,?,?,?,?
2337,'2018/04/23 22:34:23:946',115,511,507,253,0,0,507,741,425,0,0,?,?,?,?
2338,'2018/04/23 22:35:30:232',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2339,'2018/04/23 22:35:30:234',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2340,'2018/04/23 22:35:30:328',116,667,526,355,0,0,499,534,249,0,0,?,?,?,?
2341,'2018/04/23 22:35:30:330',116,667,526,355,0,0,499,534,249,0,0,?,?,?,?
2342,'2018/04/23 22:35:30:423',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2343,'2018/04/23 22:35:30:428',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2344,'2018/04/23 22:35:30:519',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2345,'2018/04/23 22:35:30:523',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2346,'2018/04/23 22:35:30:616',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2347,'2018/04/23 22:35:30:618',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2348,'2018/04/23 22:35:30:711',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2349,'2018/04/23 22:35:30:714',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2350,'2018/04/23 22:35:30:808',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2351,'2018/04/23 22:35:30:810',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2352,'2018/04/23 22:35:30:903',116,667,526,355,0,0,499,534,249,0,0,?,?,?,?
2353,'2018/04/23 22:35:30:905',116,667,526,355,0,0,499,534,249,0,0,?,?,?,?
2354,'2018/04/23 22:35:31:000',116,667,526,355,0,0,503,530,245,0,0,?,?,?,?
2355,'2018/04/23 22:35:31:002',116,667,526,355,0,0,503,530,245,0,0,?,?,?,?
2356,'2018/04/23 22:35:31:096',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2357,'2018/04/23 22:35:31:098',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2358,'2018/04/23 22:35:31:192',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2359,'2018/04/23 22:35:31:194',116,667,526,355,0,0,503,534,249,0,0,?,?,?,?
2360,'2018/04/23 22:35:31:290',116,710,503,359,0,0,710,503,359,0,0,?,?,?,?
2361,'2018/04/23 22:35:31:384',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2362,'2018/04/23 22:35:31:386',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2363,'2018/04/23 22:35:31:480',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2364,'2018/04/23 22:35:31:481',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2365,'2018/04/23 22:35:31:575',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2366,'2018/04/23 22:35:31:577',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2367,'2018/04/23 22:35:31:672',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2368,'2018/04/23 22:35:31:673',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2369,'2018/04/23 22:35:31:767',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2370,'2018/04/23 22:35:31:769',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2371,'2018/04/23 22:35:31:863',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2372,'2018/04/23 22:35:31:865',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2373,'2018/04/23 22:35:31:959',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2374,'2018/04/23 22:35:31:962',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2375,'2018/04/23 22:35:32:056',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2376,'2018/04/23 22:35:32:059',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2377,'2018/04/23 22:35:32:152',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2378,'2018/04/23 22:35:32:154',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2379,'2018/04/23 22:35:32:247',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2380,'2018/04/23 22:35:32:249',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2381,'2018/04/23 22:35:32:344',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2382,'2018/04/23 22:35:32:346',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2383,'2018/04/23 22:35:32:439',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2384,'2018/04/23 22:35:32:442',116,710,503,359,0,0,503,534,249,0,0,?,?,?,?
2385,'2018/04/23 22:35:32:536',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2386,'2018/04/23 22:35:32:538',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2387,'2018/04/23 22:35:32:631',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2388,'2018/04/23 22:35:32:633',116,710,503,359,0,0,499,534,249,0,0,?,?,?,?
2389,'2018/04/23 22:35:32:729',116,702,499,362,0,0,702,499,362,0,0,?,?,?,?
2390,'2018/04/23 22:35:32:823',116,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2391,'2018/04/23 22:35:32:825',116,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2392,'2018/04/23 22:35:32:920',116,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2393,'2018/04/23 22:35:32:921',116,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2394,'2018/04/23 22:35:34:072',117,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2395,'2018/04/23 22:35:34:075',117,702,499,362,0,0,503,534,249,0,0,?,?,?,?
2396,'2018/04/23 22:35:34:169',117,636,526,319,0,0,636,526,319,0,0,?,?,?,?
2397,'2018/04/23 22:35:34:264',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2398,'2018/04/23 22:35:34:266',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2399,'2018/04/23 22:35:34:360',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2400,'2018/04/23 22:35:34:362',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2401,'2018/04/23 22:35:34:456',117,636,526,319,0,0,503,534,245,0,0,?,?,?,?
2402,'2018/04/23 22:35:34:458',117,636,526,319,0,0,503,534,245,0,0,?,?,?,?
2403,'2018/04/23 22:35:34:551',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2404,'2018/04/23 22:35:34:553',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2405,'2018/04/23 22:35:34:647',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2406,'2018/04/23 22:35:34:649',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2407,'2018/04/23 22:35:34:744',117,636,526,319,0,0,503,538,249,0,0,?,?,?,?
2408,'2018/04/23 22:35:34:747',117,636,526,319,0,0,503,538,249,0,0,?,?,?,?
2409,'2018/04/23 22:35:34:840',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2410,'2018/04/23 22:35:34:843',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2411,'2018/04/23 22:35:34:935',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2412,'2018/04/23 22:35:34:938',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2413,'2018/04/23 22:35:35:032',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2414,'2018/04/23 22:35:35:034',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2415,'2018/04/23 22:35:35:128',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2416,'2018/04/23 22:35:35:130',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2417,'2018/04/23 22:35:35:224',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2418,'2018/04/23 22:35:35:226',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2419,'2018/04/23 22:35:35:320',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2420,'2018/04/23 22:35:35:322',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2421,'2018/04/23 22:35:35:416',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2422,'2018/04/23 22:35:35:418',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2423,'2018/04/23 22:35:35:512',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
2424,'2018/04/23 22:35:35:515',117,636,526,319,0,0,503,534,249,0,0,?,?,?,?
